id,name,categories,city,lat,lng,distance,place_names,latitude,longitude,reviews_count
4f4f9f65e4b066791b150a56,Amber cinema,Movie Theater,Ahmedabad,23.0346,72.62,242,"Sarkhej Road,Anandnagar (Ahmedabad),Shardanagar,Narayannagar,Paldi (Ahmedabad)",23.0333,72.6181,0
5c38055542d8c2002cec981d,Axis Bank ATM,ATM,Ahmedabad,23.03632,72.61967,372,"Sarkhej Road,Anandnagar (Ahmedabad),Shardanagar,Narayannagar,Paldi (Ahmedabad)",23.0333,72.6181,0
5736d3fb498ec5a36a1074fa,AC Wale,Electronics Store,Ahmedabad,23.030474,72.61411,515,"Sarkhej Road,Anandnagar (Ahmedabad),Shardanagar,Narayannagar,Paldi (Ahmedabad)",23.0333,72.6181,0
4f12fbcce4b0865b0925fd95,City Gold,Multiplex,Ahmedabad,23.03741273233689,72.61506776957923,553,"Sarkhej Road,Anandnagar (Ahmedabad),Shardanagar,Narayannagar,Paldi (Ahmedabad)",23.0333,72.6181,1
54d3968d498e4e44a78af353,KD Bhajipau,Indian Restaurant,Ahmedabad,23.034002610357987,72.62588980297122,801,"Sarkhej Road,Anandnagar (Ahmedabad),Shardanagar,Narayannagar,Paldi (Ahmedabad)",23.0333,72.6181,0
520c22c911d296e556f9f3d8,Kutbi Restaurant,Breakfast Spot,Ahmedabad,23.03561782836914,72.6095962524414,908,"Sarkhej Road,Anandnagar (Ahmedabad),Shardanagar,Narayannagar,Paldi (Ahmedabad)",23.0333,72.6181,0
4de3f26152b1d38d2991f590,Prince Pav Bhaji,Fast Food Restaurant,Ahmedabad,22.995149882979735,72.60508845731485,738,"Daxini Society,Khokhara Mehmadabad,L G Hospital,Vasisthnagar,S A Mills,Jawahar Chowk,Maninagar",22.9911,72.6108,0
4f1587ece4b0380206b86b2d,Mirch masala,Indian Restaurant,Ahmedabad,22.99729935296862,72.61138909827488,692,"Daxini Society,Khokhara Mehmadabad,L G Hospital,Vasisthnagar,S A Mills,Jawahar Chowk,Maninagar",22.9911,72.6108,0
4d8f594b3bfef04da53bac86,Havmor Eatery,Fast Food Restaurant,Ahmedabad,22.99931548301872,72.60801645539838,957,"Daxini Society,Khokhara Mehmadabad,L G Hospital,Vasisthnagar,S A Mills,Jawahar Chowk,Maninagar",22.9911,72.6108,0
4eccb48b9adf1839a16a0f47,Maninagar Railway Station,Train Station,Ahmedabad,22.998456552377412,72.6116681098938,823,"Daxini Society,Khokhara Mehmadabad,L G Hospital,Vasisthnagar,S A Mills,Jawahar Chowk,Maninagar",22.9911,72.6108,0
